1	8	4	10	1164	1	5	3	3	1	4	4	51	1	3	2	4	2	2	1
4	24	3	9	8648	1	2	2	3	1	2	3	27	1	2	2	3	1	2	1
2	24	0	9	4241	1	3	1	3	1	4	1	36	3	2	3	2	1	2	1
2	6	2	5	454	1	2	3	4	1	1	2	22	3	2	1	2	1	1	1
4	15	2	0	3556	5	3	3	3	1	2	4	29	3	2	1	3	1	1	1
4	9	4	3	3074	5	3	1	3	1	2	1	33	3	2	2	3	2	1	1
2	10	2	0	7308	1	1	2	3	1	4	4	70	1	3	1	4	1	2	1
4	12	4	2	1935	1	5	4	3	1	4	1	43	3	2	3	3	1	2	1
4	12	2	3	2073	2	3	4	2	2	2	1	28	3	2	1	3	1	1	1
4	24	2	9	1258	1	4	4	3	1	1	1	25	3	2	1	3	1	2	1
2	9	4	2	1919	1	4	4	3	1	3	3	35	3	1	1	3	1	2	1
3	6	2	2	2116	1	3	2	3	1	2	1	41	3	2	1	3	1	2	1
2	36	3	0	2225	1	5	4	3	1	4	4	57	1	3	2	3	1	2	1
4	48	4	3	3578	5	5	4	3	1	1	1	47	3	2	1	3	1	2	1
3	12	2	2	2251	1	3	1	2	1	2	3	46	3	2	1	2	1	1	1
4	24	2	0	1393	1	3	2	3	3	2	1	31	3	2	1	3	1	2	1
1	6	2	0	1203	2	5	3	3	1	2	2	43	3	2	1	3	1	2	1
1	18	2	0	4380	2	3	3	3	1	4	3	35	3	2	1	2	2	2	1
1	42	2	3	7174	5	4	4	2	1	3	3	30	3	2	1	4	1	2	1
2	24	2	3	5084	5	5	2	2	1	4	3	42	3	2	1	3	1	2	1
4	9	2	0	2507	3	5	2	3	1	4	4	51	3	3	1	2	1	1	1
3	30	3	9	1908	1	5	4	3	1	4	1	66	3	2	1	4	1	2	1
4	11	2	9	2142	4	5	1	1	1	2	1	28	3	2	1	3	1	2	1
4	36	4	3	3342	5	5	4	3	1	2	3	51	3	2	1	3	1	2	1
4	18	2	3	1126	5	2	4	2	1	2	1	21	3	1	1	3	1	2	1
2	48	4	2	5096	1	3	2	2	1	3	3	30	3	2	1	4	1	2	1
4	15	2	0	3186	4	4	2	2	1	3	3	20	3	1	1	3	1	1	1
2	12	2	0	836	2	2	4	2	1	2	2	23	1	2	1	2	1	1	1
4	18	4	3	1098	1	1	4	2	1	4	3	65	3	2	2	1	1	1	1
4	12	4	2	5801	5	5	2	3	1	4	2	49	3	1	1	3	1	2	2
4	12	2	0	2390	5	5	4	3	1	3	3	50	3	2	1	3	1	2	1
4	24	4	2	2028	1	4	2	3	1	2	2	30	3	2	2	2	1	1	1
2	60	2	0	14027	1	4	4	3	1	2	4	27	3	2	1	4	1	2	1
4	18	2	2	2515	1	3	3	3	1	4	1	43	3	2	1	3	1	2	1
1	36	2	1	8229	1	3	2	3	1	2	2	26	3	2	1	3	2	1	1
4	20	4	0	3485	5	2	2	1	1	4	1	44	3	2	2	3	1	2	1
4	6	4	3	1554	1	4	1	2	1	2	3	24	3	1	2	3	1	2	1
4	39	2	1	8588	2	5	4	3	1	2	3	45	3	2	1	4	1	2	1
1	9	2	3	1364	1	4	3	3	1	4	1	59	3	2	1	3	1	1	1
4	24	2	3	3235	3	5	3	1	1	2	3	36	3	2	1	4	1	2	1
1	24	2	0	1285	5	4	4	2	1	4	4	32	3	1	1	3	1	1	1
2	36	4	3	2337	1	5	4	3	1	4	1	36	3	2	1	3	1	1	1
1	24	2	1	2924	1	3	3	3	3	4	4	63	1	2	1	3	2	2	1
4	36	3	9	7980	5	2	4	3	1	4	3	27	3	1	2	3	1	2	1
4	24	2	3	1278	1	5	4	3	1	1	1	36	3	2	1	4	1	2	1
2	36	4	0	2820	1	2	4	1	1	4	3	27	3	2	2	3	1	1	1
2	24	2	10	11328	1	3	2	3	2	3	3	29	1	2	2	4	1	2	1
1	24	2	3	2439	1	2	4	2	1	4	1	35	3	2	1	3	1	2	1
4	10	2	0	1287	5	5	4	3	2	2	2	45	3	2	1	2	1	1	2
1	12	2	0	2579	1	2	4	3	1	1	1	33	3	2	1	2	2	1	1
4	21	4	1	3275	1	5	1	3	1	4	3	36	3	2	1	4	1	2	1
4	9	4	6	936	3	5	4	3	1	2	3	52	3	2	2	3	1	2	1
4	30	2	1	4811	5	4	2	2	1	4	2	24	2	1	1	2	1	1	1
1	18	4	3	1880	1	4	4	4	1	1	2	32	3	2	2	4	1	2	1
4	24	2	1	5433	5	1	2	2	1	4	2	26	3	1	1	4	1	2	1
1	24	2	0	915	5	5	4	2	1	2	3	29	1	2	1	3	1	1	1
4	12	2	1	4675	5	2	1	2	1	4	3	20	3	1	1	3	1	1	1
1	10	4	0	2241	1	2	1	3	1	3	1	48	3	1	2	2	2	1	2
1	36	2	2	5179	1	4	4	3	1	2	2	29	3	2	1	3	1	1	1
1	24	2	2	2359	2	1	1	1	1	1	2	33	3	2	1	3	1	1	1
4	15	4	3	1360	1	3	4	3	1	2	2	31	3	2	2	3	1	1	1
2	18	2	2	1924	5	2	4	2	1	3	1	27	3	1	1	3	1	1	1
4	6	4	0	2080	3	3	1	4	1	2	3	24	3	2	1	3	1	1	1
4	39	2	1	2569	3	3	4	3	1	4	3	24	3	2	1	3	1	1	1
4	12	2	0	640	1	3	4	1	1	2	1	49	3	2	1	2	1	1	1
4	15	3	2	960	4	4	3	2	1	2	2	30	3	2	2	3	1	1	1
1	18	1	3	1940	1	2	3	3	2	4	4	36	1	3	1	4	1	2	1
1	9	4	5	1288	2	5	3	3	3	4	1	48	3	2	2	3	2	1	2
2	11	3	3	4771	1	4	2	3	1	4	2	51	3	2	1	3	1	1	1
2	18	3	5	6204	1	3	2	3	1	4	1	44	3	2	1	2	2	2	1
1	18	2	3	2600	1	3	4	3	1	4	4	65	3	3	2	3	1	1	1
2	36	0	3	3804	1	3	4	2	1	1	3	42	3	2	1	3	1	2	1
2	18	2	3	3213	3	2	1	4	1	3	1	25	3	1	1	3	1	1	1
4	9	4	6	1244	5	5	4	2	1	4	2	41	3	1	2	2	1	1	1
4	6	2	3	2108	1	4	2	4	1	2	1	29	3	1	1	3	1	1	1
4	36	4	0	6614	1	5	4	3	1	4	3	34	3	2	2	4	1	2	1
1	28	2	0	4006	1	3	3	3	1	2	3	45	3	2	1	2	1	1	1
4	24	2	3	1376	3	4	4	2	1	1	3	28	3	2	1	3	1	1	1
2	36	1	4	3990	5	2	3	2	1	2	4	29	1	2	1	1	1	1	1
3	36	2	3	4210	1	3	4	3	1	2	3	26	3	2	1	3	1	1	1
4	24	4	0	1940	4	5	4	3	1	4	1	60	3	2	1	3	1	2	1
2	27	2	9	2528	1	2	4	2	1	1	2	32	3	2	1	3	2	2	1
4	24	2	3	1901	2	3	4	3	1	4	3	29	3	1	1	4	1	2	1
1	21	1	0	1647	5	3	4	3	1	2	2	40	1	2	2	2	2	1	1
4	6	2	2	4611	1	2	1	2	1	4	2	32	3	2	1	3	1	1	1
2	30	2	0	2150	1	3	4	2	3	2	4	24	1	2	1	3	1	1	1
4	15	3	3	1478	1	3	4	4	1	3	1	33	1	2	2	3	1	1	1
1	27	4	9	2442	1	5	4	3	1	4	3	43	2	2	4	4	2	2	1
2	48	2	2	9960	1	2	1	2	1	2	3	26	1	2	1	3	1	2	1
4	9	2	4	1236	1	2	1	2	1	4	1	23	3	1	1	3	1	2	1
2	12	2	0	1295	1	2	3	2	1	1	3	25	3	1	1	3	1	1	1
4	30	4	3	6742	5	4	2	3	1	3	2	36	3	2	2	3	1	1	1
1	18	2	2	2473	1	1	4	3	1	1	3	25	3	2	1	1	1	1	1
1	12	4	1	1409	1	5	4	3	1	3	1	54	3	2	1	3	1	1	1
1	12	2	2	1858	1	2	4	2	1	1	3	22	3	1	1	3	1	1	1
3	24	2	0	947	1	4	4	3	1	3	4	38	1	3	1	3	2	1	1
3	21	4	6	2319	1	2	2	1	1	1	3	33	3	1	1	3	1	1	1
4	36	2	3	3835	5	5	2	2	1	4	1	45	3	2	1	2	1	2	1
4	24	3	9	3863	1	3	1	3	1	2	4	32	3	3	1	3	1	1	1
2	6	1	6	433	4	2	4	2	1	2	2	24	1	1	1	3	2	1	1
4	18	3	2	1808	1	4	4	2	1	1	1	22	3	2	1	3	1	1	1
1	18	4	0	5302	1	5	2	3	1	4	4	36	3	3	3	4	1	2	1
4	4	4	0	1455	1	4	2	3	1	1	1	42	3	2	3	2	2	1	1
2	12	2	3	2930	1	4	2	2	1	1	1	27	3	2	1	3	1	1	1
2	24	4	9	1935	1	5	4	1	1	4	1	31	3	2	2	3	1	2	1
4	18	4	3	1169	5	3	4	3	1	3	2	29	3	2	2	3	1	2	1
4	12	2	3	776	1	3	4	4	1	2	1	28	3	2	1	3	1	1	1
2	12	2	2	983	4	2	1	2	1	4	1	19	3	1	1	2	1	1	1
4	10	4	2	2069	5	3	2	4	1	1	3	26	3	2	2	3	1	1	2
1	48	2	1	10297	1	4	4	3	1	4	4	39	3	3	3	3	2	2	1
4	24	2	1	6313	5	5	3	3	1	4	3	41	3	2	1	4	2	2	1
4	6	2	3	518	1	3	3	2	1	1	1	29	3	2	1	3	1	1	1
1	30	2	5	11998	1	2	1	1	1	1	4	34	1	2	1	2	1	2	1
3	42	4	1	4796	1	5	4	3	1	4	4	56	3	3	1	3	1	1	1
4	6	4	3	1740	1	5	2	4	1	2	1	30	3	1	2	3	1	1	1
1	12	2	2	1262	5	5	2	1	1	4	2	49	3	2	1	2	1	2	1
4	12	4	6	2096	1	4	2	3	1	3	1	49	3	2	1	2	2	1	1
2	9	2	0	276	1	3	4	4	1	4	1	22	3	1	1	2	1	1	1
2	9	2	0	1549	5	2	4	3	1	2	1	35	3	2	1	1	1	1	1
1	18	2	3	2389	1	2	4	2	1	1	3	27	2	2	1	3	1	1	1
4	24	4	2	1585	1	4	4	3	1	3	2	40	3	2	2	3	1	1	1
4	18	4	3	2238	1	3	2	2	1	1	3	25	3	2	2	3	1	1	1
1	24	4	0	1199	1	5	4	3	1	4	3	60	3	2	2	2	1	1	1
4	12	4	3	797	5	5	4	2	1	3	2	33	3	2	1	2	2	1	1
1	24	4	3	1231	4	5	4	2	1	4	2	57	3	1	2	4	1	2	1
4	12	3	5	1555	4	5	4	3	1	4	4	55	3	3	2	3	2	1	1
2	21	4	2	2745	4	4	3	3	1	2	3	32	3	2	2	3	1	2	1
4	15	3	1	3594	1	2	1	2	1	2	2	46	3	2	2	2	1	1	1
2	18	3	2	4297	1	5	4	1	1	3	4	40	3	2	1	4	1	2	1
1	20	2	2	2212	5	4	4	3	1	4	3	39	3	2	1	3	1	2	1
4	24	4	3	2611	1	5	4	4	2	3	1	46	3	2	2	3	1	1	1
1	12	4	1	1526	1	5	4	3	1	4	4	66	3	3	2	4	1	1	1
4	9	2	2	1313	1	5	1	3	1	4	3	20	3	2	1	3	1	1	1
2	15	2	3	1444	5	2	4	3	1	1	2	23	3	2	1	3	1	1	1
4	30	3	9	4272	2	3	2	3	1	2	2	26	3	2	2	2	1	1	1
1	30	2	3	2522	1	5	1	3	3	3	2	39	3	2	1	3	2	1	1
4	15	2	3	1386	5	3	4	4	1	2	1	40	3	1	1	3	1	2	1
2	36	2	6	3711	5	3	2	4	1	2	3	27	3	2	1	3	1	1	1
1	12	1	8	339	1	5	4	4	1	1	3	45	1	2	1	2	1	1	1
1	12	4	0	2171	1	3	4	3	1	4	2	38	1	2	2	2	1	1	2
2	15	4	9	2326	3	3	2	3	1	4	3	27	1	2	1	3	1	1	1
2	24	4	3	1216	2	2	4	3	1	4	4	38	1	2	2	3	2	1	1
1	48	0	2	7119	1	3	3	3	1	4	4	53	3	3	2	3	2	1	1
2	36	3	9	4455	1	3	2	1	1	2	1	30	2	2	2	4	1	2	1
4	12	2	0	1101	1	3	3	4	1	2	1	27	3	2	2	3	1	2	1
2	24	4	1	7758	4	5	2	2	1	4	4	29	3	1	1	3	1	1	1
2	15	2	5	1514	2	3	4	3	3	2	1	22	3	2	1	3	1	1	1
2	24	2	0	1246	1	2	4	3	1	2	1	23	1	2	1	2	1	1	1
4	10	2	1	2901	5	2	1	2	1	4	1	31	3	1	1	3	1	1	1
4	24	2	3	999	5	5	4	3	1	2	3	25	3	2	2	3	1	1	1
1	48	2	3	6999	1	4	1	4	3	1	1	34	3	2	2	3	1	2	1
1	6	2	4	343	1	2	4	2	1	1	1	27	3	2	1	3	1	1	1
4	21	4	0	12680	5	5	4	3	1	4	4	30	3	3	1	4	1	2	1
4	11	4	0	7228	1	3	1	3	1	4	2	39	3	2	2	2	1	1	1
4	36	4	1	10477	5	5	2	3	1	4	4	42	3	3	2	3	1	1	1
1	48	2	1	4788	1	4	4	3	1	3	2	26	3	2	1	3	2	1	1
2	30	2	2	3832	1	2	2	4	1	1	2	22	3	2	1	3	1	1	1
2	15	2	5	1308	1	5	4	3	1	4	3	38	3	2	2	2	1	1	1
2	18	4	2	1928	1	2	2	3	1	2	1	31	3	2	2	2	1	1	1
4	6	4	0	362	2	3	4	2	1	4	3	52	3	2	2	2	1	1	1
1	45	0	9	11816	1	5	2	3	1	4	3	29	3	1	2	3	1	1	1
1	33	4	2	4281	3	3	1	2	1	4	3	23	3	2	2	3	1	1	1
3	6	4	6	1047	1	3	2	2	1	4	2	50	3	2	1	2	1	1	1
4	24	2	1	2603	4	3	2	2	1	4	3	28	3	1	1	3	1	2	1
4	21	2	1	5248	5	3	1	3	1	3	3	26	3	2	1	3	1	1	1
4	36	4	2	7127	1	2	2	2	1	4	2	23	3	1	2	3	1	2	1
4	24	4	1	6842	5	3	2	3	1	4	2	46	3	2	2	4	2	2	1
1	12	0	0	1082	1	3	4	3	1	4	3	48	1	2	2	3	1	1	1
1	18	0	9	3104	1	4	3	3	1	1	2	31	1	2	1	3	1	2	1
1	12	2	0	1168	1	3	4	4	1	3	1	27	3	2	1	2	1	1	1
2	48	0	9	3844	2	4	4	3	1	4	4	34	3	3	1	2	2	1	1
2	12	2	0	7472	5	1	1	2	1	2	1	24	3	1	1	1	1	1	1
2	9	2	2	918	1	3	4	2	1	1	2	30	3	2	1	3	1	1	1
1	36	2	10	15857	1	1	2	1	2	3	3	43	3	2	1	4	1	1	1
1	36	2	2	3446	1	5	4	3	1	2	3	42	3	2	1	3	2	1	1
4	36	4	1	11054	5	3	4	3	1	2	3	30	3	2	1	4	1	2	1
4	18	2	0	2662	5	4	4	3	1	3	2	32	3	2	1	3	1	1	2
4	6	2	6	1538	1	2	1	2	1	2	4	56	3	2	1	3	1	1	1
1	11	4	0	3905	1	3	2	3	1	2	1	36	3	1	2	3	2	1	1
2	48	2	0	8487	5	4	1	2	1	2	3	24	3	2	1	3	1	1	1
2	18	2	5	3872	1	1	2	2	1	4	3	67	3	2	1	3	1	2	1
2	6	3	0	1209	1	1	4	3	1	4	2	47	3	2	1	4	1	2	1
2	18	4	3	1245	1	3	4	4	1	2	3	33	3	2	1	3	1	1	1
3	30	4	3	3017	1	5	4	3	1	4	2	47	3	2	1	3	1	1	1
1	48	2	0	7763	1	5	4	3	1	4	4	42	1	3	1	4	1	1	1
4	18	0	9	4165	1	3	2	3	1	2	3	36	2	2	2	3	2	1	1
2	27	2	9	3915	1	3	4	3	1	2	3	36	3	2	1	3	2	2	1
2	30	4	0	4249	1	1	4	4	1	2	3	28	3	2	2	4	1	1	1
4	12	2	3	2141	2	4	3	3	1	1	4	35	3	2	1	3	1	1	1
4	9	2	0	3577	2	3	1	3	3	2	1	26	3	1	1	3	2	1	2
2	72	2	3	5595	2	3	2	4	1	2	3	24	3	2	1	3	1	1	1
4	6	2	3	1595	1	4	3	3	1	2	2	51	3	2	1	3	2	1	1
4	24	4	0	1287	4	5	4	2	1	4	1	37	3	2	2	3	1	2	1
1	18	4	5	1190	1	1	2	2	1	4	4	55	3	3	3	1	2	1	1
2	60	3	3	9157	5	3	2	3	1	2	4	27	3	3	1	4	1	1	1
2	12	2	2	2762	5	5	1	2	1	2	2	25	3	2	1	3	1	2	1
4	12	2	2	1736	1	4	3	2	1	4	1	31	3	2	1	2	1	1	1
4	12	4	0	682	2	4	4	2	1	3	3	51	3	2	2	3	1	2	1
4	12	2	0	1884	1	5	4	3	1	4	3	39	3	2	1	4	1	2	1
1	30	4	1	10623	1	5	3	3	1	4	4	38	3	3	3	4	2	2	1
2	12	2	3	6468	5	1	2	3	1	1	4	52	3	2	1	4	1	2	1
1	24	2	1	2964	5	5	4	3	1	4	4	49	1	3	1	3	2	2	1
1	12	4	0	691	1	5	4	3	1	3	2	35	3	2	2	3	1	1	1
4	15	4	2	2788	1	4	2	2	2	3	3	24	1	2	2	3	1	1	1
4	12	2	0	2859	5	1	4	3	1	4	4	38	3	2	1	4	1	2	1
4	4	4	3	1544	1	4	2	3	1	1	1	42	3	2	3	2	2	1	1
4	24	4	1	2197	5	4	4	3	1	4	3	43	3	2	2	3	2	2	1
1	12	1	3	2149	1	3	4	1	1	1	4	29	3	3	1	3	1	1	1
2	24	2	2	4057	1	4	3	1	1	3	3	43	3	2	1	3	1	2	1
1	18	4	0	3966	1	5	1	2	1	4	1	33	1	1	3	3	1	2	1
2	30	1	2	3496	4	3	4	3	1	2	3	34	2	2	1	3	2	2	1
2	15	1	0	6850	2	1	1	3	1	2	2	34	2	2	1	4	2	2	1
4	24	2	0	7393	1	3	1	3	1	4	2	43	3	2	1	2	2	1	1
2	60	1	10	14782	2	5	3	2	1	4	4	60	1	3	2	4	1	2	1
4	24	4	3	2578	4	5	2	3	1	2	3	34	3	2	1	3	1	1	1
2	6	3	2	1050	1	1	4	3	1	1	2	35	2	2	2	4	1	2	2
1	24	1	10	1358	5	5	4	3	1	3	3	40	2	2	1	4	1	2	1
4	10	4	0	1231	1	5	3	3	1	4	1	32	3	2	2	2	2	1	2
2	10	2	2	1521	1	3	4	1	1	2	3	31	3	2	1	2	1	1	1
1	12	2	8	902	1	4	4	4	1	4	2	21	3	1	1	3	1	1	1
2	9	2	2	2030	5	4	2	3	1	1	3	24	3	2	1	3	1	2	1
4	9	2	3	2697	1	3	1	3	1	2	1	32	3	2	1	3	2	1	1
